,Region,Country,Country_Code,Lat,Long,Date,Confirmed,Recovered,Deaths,Population
24040,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-13,19,0,0,9817958.0
23570,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-12,13,0,0,9817958.0
23100,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-11,13,0,0,9817958.0
22630,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-10,9,0,0,9817958.0
22160,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-09,9,0,0,9817958.0
21690,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-08,7,0,0,9817958.0
21220,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-07,4,0,0,9817958.0
20750,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-06,2,0,0,9817958.0
20280,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-05,2,0,0,9817958.0
19810,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-04,2,0,0,9817958.0
19340,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-03,0,0,0,9817958.0
18870,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-02,0,0,0,9817958.0
18400,Unknow,Hungary,HUN,47.1625,19.5033,2020-03-01,0,0,0,9817958.0
17930,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-29,0,0,0,9817958.0
17460,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-28,0,0,0,9817958.0
16990,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-27,0,0,0,9817958.0
16520,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-26,0,0,0,9817958.0
16050,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-25,0,0,0,9817958.0
15580,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-24,0,0,0,9817958.0
15110,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-23,0,0,0,9817958.0
14640,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-22,0,0,0,9817958.0
14170,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-21,0,0,0,9817958.0
13700,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-20,0,0,0,9817958.0
13230,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-19,0,0,0,9817958.0
12760,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-18,0,0,0,9817958.0
12290,Unknow,Hungary,HUN,47.1625,19.5033,2020-02-17,0,0,0,9817958.0
26834,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-19,330,5,1,334252.0
26364,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-18,250,5,1,334252.0
25894,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-17,220,0,1,334252.0
25424,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-16,180,0,0,334252.0
24954,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-15,171,8,5,334252.0
24484,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-14,156,1,0,334252.0
24014,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-13,134,1,0,334252.0
23544,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-12,103,1,0,334252.0
23074,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-11,85,1,0,334252.0
22604,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-10,69,1,0,334252.0
22134,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-09,58,0,0,334252.0
21664,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-08,50,0,0,334252.0
21194,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-07,50,0,0,334252.0
20724,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-06,43,0,0,334252.0
20254,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-05,34,0,0,334252.0
19784,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-04,26,0,0,334252.0
19314,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-03,11,0,0,334252.0
18844,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-02,6,0,0,334252.0
18374,Unknow,Iceland,ISL,64.9631,-19.0208,2020-03-01,3,0,0,334252.0
17904,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-29,1,0,0,334252.0
17434,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-28,1,0,0,334252.0
16964,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-27,0,0,0,334252.0
16494,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-26,0,0,0,334252.0
16024,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-25,0,0,0,334252.0
15554,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-24,0,0,0,334252.0
15084,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-23,0,0,0,334252.0
14614,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-22,0,0,0,334252.0
14144,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-21,0,0,0,334252.0
13674,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-20,0,0,0,334252.0
13204,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-19,0,0,0,334252.0
12734,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-18,0,0,0,334252.0
12264,Unknow,Iceland,ISL,64.9631,-19.0208,2020-02-17,0,0,0,334252.0
26805,Unknow,India,IND,21.0,78.0,2020-03-19,194,15,4,1324171354.0
26335,Unknow,India,IND,21.0,78.0,2020-03-18,156,14,3,1324171354.0
25865,Unknow,India,IND,21.0,78.0,2020-03-17,142,14,3,1324171354.0
25395,Unknow,India,IND,21.0,78.0,2020-03-16,119,13,2,1324171354.0
24925,Unknow,India,IND,21.0,78.0,2020-03-15,113,13,2,1324171354.0
24455,Unknow,India,IND,21.0,78.0,2020-03-14,102,4,2,1324171354.0
23985,Unknow,India,IND,21.0,78.0,2020-03-13,82,4,2,1324171354.0
23515,Unknow,India,IND,21.0,78.0,2020-03-12,73,4,1,1324171354.0
23045,Unknow,India,IND,21.0,78.0,2020-03-11,62,4,1,1324171354.0
22575,Unknow,India,IND,21.0,78.0,2020-03-10,56,4,0,1324171354.0
22105,Unknow,India,IND,21.0,78.0,2020-03-09,43,3,0,1324171354.0
21635,Unknow,India,IND,21.0,78.0,2020-03-08,39,3,0,1324171354.0
21165,Unknow,India,IND,21.0,78.0,2020-03-07,34,3,0,1324171354.0
20695,Unknow,India,IND,21.0,78.0,2020-03-06,31,3,0,1324171354.0
20225,Unknow,India,IND,21.0,78.0,2020-03-05,30,3,0,1324171354.0
19755,Unknow,India,IND,21.0,78.0,2020-03-04,28,3,0,1324171354.0
19285,Unknow,India,IND,21.0,78.0,2020-03-03,5,3,0,1324171354.0
18815,Unknow,India,IND,21.0,78.0,2020-03-02,5,3,0,1324171354.0
18345,Unknow,India,IND,21.0,78.0,2020-03-01,3,3,0,1324171354.0
17875,Unknow,India,IND,21.0,78.0,2020-02-29,3,3,0,1324171354.0
17405,Unknow,India,IND,21.0,78.0,2020-02-28,3,3,0,1324171354.0
16935,Unknow,India,IND,21.0,78.0,2020-02-27,3,3,0,1324171354.0
16465,Unknow,India,IND,21.0,78.0,2020-02-26,3,3,0,1324171354.0
15995,Unknow,India,IND,21.0,78.0,2020-02-25,3,3,0,1324171354.0
15525,Unknow,India,IND,21.0,78.0,2020-02-24,3,3,0,1324171354.0
15055,Unknow,India,IND,21.0,78.0,2020-02-23,3,3,0,1324171354.0
14585,Unknow,India,IND,21.0,78.0,2020-02-22,3,3,0,1324171354.0
14115,Unknow,India,IND,21.0,78.0,2020-02-21,3,3,0,1324171354.0
13645,Unknow,India,IND,21.0,78.0,2020-02-20,3,3,0,1324171354.0
13175,Unknow,India,IND,21.0,78.0,2020-02-19,3,3,0,1324171354.0
12705,Unknow,India,IND,21.0,78.0,2020-02-18,3,3,0,1324171354.0
12235,Unknow,India,IND,21.0,78.0,2020-02-17,3,3,0,1324171354.0
26848,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-19,311,11,25,261115456.0
26378,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-18,227,11,19,261115456.0
25908,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-17,172,8,5,261115456.0
25438,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-16,134,8,5,261115456.0
24968,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-15,117,8,5,261115456.0
24498,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-14,96,8,5,261115456.0
24028,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-13,69,2,4,261115456.0
23558,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-12,34,2,1,261115456.0
23088,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-11,34,2,1,261115456.0
22618,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-10,27,2,0,261115456.0
22148,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-09,19,0,0,261115456.0
21678,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-08,6,0,0,261115456.0
21208,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-07,4,0,0,261115456.0
20738,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-06,4,0,0,261115456.0
20268,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-05,2,0,0,261115456.0
19798,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-04,2,0,0,261115456.0
19328,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-03,2,0,0,261115456.0
18858,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-02,2,0,0,261115456.0
18388,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-03-01,0,0,0,261115456.0
17918,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-29,0,0,0,261115456.0
17448,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-28,0,0,0,261115456.0
16978,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-27,0,0,0,261115456.0
16508,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-26,0,0,0,261115456.0
16038,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-25,0,0,0,261115456.0
15568,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-24,0,0,0,261115456.0
15098,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-23,0,0,0,261115456.0
14628,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-22,0,0,0,261115456.0
14158,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-21,0,0,0,261115456.0
13688,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-20,0,0,0,261115456.0
13218,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-19,0,0,0,261115456.0
12748,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-18,0,0,0,261115456.0
12278,Unknow,Indonesia,IDN,-0.7893,113.9213,2020-02-17,0,0,0,261115456.0
26945,Unknow,Iran,IRN,32.0,53.0,2020-03-19,18407,5710,1284,80277428.0
26475,Unknow,Iran,IRN,32.0,53.0,2020-03-18,17361,5389,1135,80277428.0
26005,Unknow,Iran,IRN,32.0,53.0,2020-03-17,16169,5389,988,80277428.0
25535,Unknow,Iran,IRN,32.0,53.0,2020-03-16,14991,4590,853,80277428.0
25065,Unknow,Iran,IRN,32.0,53.0,2020-03-15,13938,4590,724,80277428.0
24595,Unknow,Iran,IRN,32.0,53.0,2020-03-14,12729,2959,611,80277428.0
24125,Unknow,Iran,IRN,32.0,53.0,2020-03-13,11364,2959,514,80277428.0
23655,Unknow,Iran,IRN,32.0,53.0,2020-03-12,10075,2959,429,80277428.0
23185,Unknow,Iran,IRN,32.0,53.0,2020-03-11,9000,2959,354,80277428.0
22715,Unknow,Iran,IRN,32.0,53.0,2020-03-10,8042,2731,291,80277428.0
22245,Unknow,Iran,IRN,32.0,53.0,2020-03-09,7161,2394,237,80277428.0
21775,Unknow,Iran,IRN,32.0,53.0,2020-03-08,6566,2134,194,80277428.0
21305,Unknow,Iran,IRN,32.0,53.0,2020-03-07,5823,1669,145,80277428.0
20835,Unknow,Iran,IRN,32.0,53.0,2020-03-06,4747,913,124,80277428.0
20365,Unknow,Iran,IRN,32.0,53.0,2020-03-05,3513,739,107,80277428.0
19895,Unknow,Iran,IRN,32.0,53.0,2020-03-04,2922,552,92,80277428.0
19425,Unknow,Iran,IRN,32.0,53.0,2020-03-03,2336,291,77,80277428.0
18955,Unknow,Iran,IRN,32.0,53.0,2020-03-02,1501,291,66,80277428.0
18485,Unknow,Iran,IRN,32.0,53.0,2020-03-01,978,175,54,80277428.0
18015,Unknow,Iran,IRN,32.0,53.0,2020-02-29,593,123,43,80277428.0
17545,Unknow,Iran,IRN,32.0,53.0,2020-02-28,388,73,34,80277428.0
17075,Unknow,Iran,IRN,32.0,53.0,2020-02-27,245,49,26,80277428.0
16605,Unknow,Iran,IRN,32.0,53.0,2020-02-26,139,49,19,80277428.0
16135,Unknow,Iran,IRN,32.0,53.0,2020-02-25,95,0,16,80277428.0
15665,Unknow,Iran,IRN,32.0,53.0,2020-02-24,61,0,12,80277428.0
15195,Unknow,Iran,IRN,32.0,53.0,2020-02-23,43,0,8,80277428.0
14725,Unknow,Iran,IRN,32.0,53.0,2020-02-22,28,0,5,80277428.0
14255,Unknow,Iran,IRN,32.0,53.0,2020-02-21,18,0,4,80277428.0
13785,Unknow,Iran,IRN,32.0,53.0,2020-02-20,5,0,2,80277428.0
13315,Unknow,Iran,IRN,32.0,53.0,2020-02-19,2,0,2,80277428.0
12845,Unknow,Iran,IRN,32.0,53.0,2020-02-18,0,0,0,80277428.0
12375,Unknow,Iran,IRN,32.0,53.0,2020-02-17,0,0,0,80277428.0
26814,Unknow,Iraq,IRQ,33.0,44.0,2020-03-19,192,43,13,37202572.0
26344,Unknow,Iraq,IRQ,33.0,44.0,2020-03-18,164,43,12,37202572.0
25874,Unknow,Iraq,IRQ,33.0,44.0,2020-03-17,154,32,11,37202572.0
25404,Unknow,Iraq,IRQ,33.0,44.0,2020-03-16,124,26,10,37202572.0
24934,Unknow,Iraq,IRQ,33.0,44.0,2020-03-15,116,26,10,37202572.0
24464,Unknow,Iraq,IRQ,33.0,44.0,2020-03-14,110,26,10,37202572.0
23994,Unknow,Iraq,IRQ,33.0,44.0,2020-03-13,101,24,9,37202572.0
23524,Unknow,Iraq,IRQ,33.0,44.0,2020-03-12,71,15,8,37202572.0
23054,Unknow,Iraq,IRQ,33.0,44.0,2020-03-11,71,15,7,37202572.0
22584,Unknow,Iraq,IRQ,33.0,44.0,2020-03-10,71,3,7,37202572.0
22114,Unknow,Iraq,IRQ,33.0,44.0,2020-03-09,60,3,6,37202572.0
21644,Unknow,Iraq,IRQ,33.0,44.0,2020-03-08,60,0,6,37202572.0
21174,Unknow,Iraq,IRQ,33.0,44.0,2020-03-07,54,0,4,37202572.0
20704,Unknow,Iraq,IRQ,33.0,44.0,2020-03-06,40,0,3,37202572.0
20234,Unknow,Iraq,IRQ,33.0,44.0,2020-03-05,35,0,2,37202572.0
19764,Unknow,Iraq,IRQ,33.0,44.0,2020-03-04,35,0,2,37202572.0
19294,Unknow,Iraq,IRQ,33.0,44.0,2020-03-03,32,0,0,37202572.0
18824,Unknow,Iraq,IRQ,33.0,44.0,2020-03-02,26,0,0,37202572.0
18354,Unknow,Iraq,IRQ,33.0,44.0,2020-03-01,19,0,0,37202572.0
17884,Unknow,Iraq,IRQ,33.0,44.0,2020-02-29,13,0,0,37202572.0
17414,Unknow,Iraq,IRQ,33.0,44.0,2020-02-28,7,0,0,37202572.0
16944,Unknow,Iraq,IRQ,33.0,44.0,2020-02-27,7,0,0,37202572.0
16474,Unknow,Iraq,IRQ,33.0,44.0,2020-02-26,5,0,0,37202572.0
16004,Unknow,Iraq,IRQ,33.0,44.0,2020-02-25,1,0,0,37202572.0
15534,Unknow,Iraq,IRQ,33.0,44.0,2020-02-24,1,0,0,37202572.0
15064,Unknow,Iraq,IRQ,33.0,44.0,2020-02-23,0,0,0,37202572.0
14594,Unknow,Iraq,IRQ,33.0,44.0,2020-02-22,0,0,0,37202572.0
14124,Unknow,Iraq,IRQ,33.0,44.0,2020-02-21,0,0,0,37202572.0
13654,Unknow,Iraq,IRQ,33.0,44.0,2020-02-20,0,0,0,37202572.0
13184,Unknow,Iraq,IRQ,33.0,44.0,2020-02-19,0,0,0,37202572.0
12714,Unknow,Iraq,IRQ,33.0,44.0,2020-02-18,0,0,0,37202572.0
12244,Unknow,Iraq,IRQ,33.0,44.0,2020-02-17,0,0,0,37202572.0
26840,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-19,557,5,3,4773095.0
26370,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-18,292,5,2,4773095.0
25900,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-17,223,5,2,4773095.0
25430,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-16,169,0,2,4773095.0
24960,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-15,129,0,2,4773095.0
24490,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-14,129,0,2,4773095.0
24020,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-13,90,0,1,4773095.0
23550,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-12,43,0,1,4773095.0
23080,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-11,43,0,1,4773095.0
22610,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-10,34,0,0,4773095.0
22140,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-09,21,0,0,4773095.0
21670,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-08,19,0,0,4773095.0
21200,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-07,18,0,0,4773095.0
20730,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-06,18,0,0,4773095.0
20260,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-05,6,0,0,4773095.0
19790,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-04,6,0,0,4773095.0
19320,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-03,2,0,0,4773095.0
18850,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-02,1,0,0,4773095.0
18380,Unknow,Ireland,IRL,53.1424,-7.6921,2020-03-01,1,0,0,4773095.0
17910,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-29,1,0,0,4773095.0
17440,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-28,0,0,0,4773095.0
16970,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-27,0,0,0,4773095.0
16500,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-26,0,0,0,4773095.0
16030,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-25,0,0,0,4773095.0
15560,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-24,0,0,0,4773095.0
15090,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-23,0,0,0,4773095.0
14620,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-22,0,0,0,4773095.0
14150,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-21,0,0,0,4773095.0
13680,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-20,0,0,0,4773095.0
13210,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-19,0,0,0,4773095.0
12740,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-18,0,0,0,4773095.0
12270,Unknow,Ireland,IRL,53.1424,-7.6921,2020-02-17,0,0,0,4773095.0
26823,Unknow,Israel,ISR,31.0,35.0,2020-03-19,677,11,0,8547100.0
26353,Unknow,Israel,ISR,31.0,35.0,2020-03-18,433,11,0,8547100.0
25883,Unknow,Israel,ISR,31.0,35.0,2020-03-17,337,11,0,8547100.0
25413,Unknow,Israel,ISR,31.0,35.0,2020-03-16,255,4,0,8547100.0
24943,Unknow,Israel,ISR,31.0,35.0,2020-03-15,251,4,0,8547100.0
24473,Unknow,Israel,ISR,31.0,35.0,2020-03-14,193,4,0,8547100.0
24003,Unknow,Israel,ISR,31.0,35.0,2020-03-13,161,4,0,8547100.0
23533,Unknow,Israel,ISR,31.0,35.0,2020-03-12,131,4,0,8547100.0
23063,Unknow,Israel,ISR,31.0,35.0,2020-03-11,109,4,0,8547100.0
22593,Unknow,Israel,ISR,31.0,35.0,2020-03-10,83,4,0,8547100.0
22123,Unknow,Israel,ISR,31.0,35.0,2020-03-09,61,2,0,8547100.0
21653,Unknow,Israel,ISR,31.0,35.0,2020-03-08,61,2,0,8547100.0
21183,Unknow,Israel,ISR,31.0,35.0,2020-03-07,43,2,0,8547100.0
20713,Unknow,Israel,ISR,31.0,35.0,2020-03-06,37,2,0,8547100.0
20243,Unknow,Israel,ISR,31.0,35.0,2020-03-05,20,1,0,8547100.0
19773,Unknow,Israel,ISR,31.0,35.0,2020-03-04,15,1,0,8547100.0
19303,Unknow,Israel,ISR,31.0,35.0,2020-03-03,12,1,0,8547100.0
18833,Unknow,Israel,ISR,31.0,35.0,2020-03-02,10,1,0,8547100.0
18363,Unknow,Israel,ISR,31.0,35.0,2020-03-01,10,1,0,8547100.0
17893,Unknow,Israel,ISR,31.0,35.0,2020-02-29,7,1,0,8547100.0
17423,Unknow,Israel,ISR,31.0,35.0,2020-02-28,4,1,0,8547100.0
16953,Unknow,Israel,ISR,31.0,35.0,2020-02-27,3,1,0,8547100.0
16483,Unknow,Israel,ISR,31.0,35.0,2020-02-26,2,0,0,8547100.0
16013,Unknow,Israel,ISR,31.0,35.0,2020-02-25,1,0,0,8547100.0
15543,Unknow,Israel,ISR,31.0,35.0,2020-02-24,1,0,0,8547100.0
15073,Unknow,Israel,ISR,31.0,35.0,2020-02-23,1,0,0,8547100.0
14603,Unknow,Israel,ISR,31.0,35.0,2020-02-22,1,0,0,8547100.0
14133,Unknow,Israel,ISR,31.0,35.0,2020-02-21,1,0,0,8547100.0
13663,Unknow,Israel,ISR,31.0,35.0,2020-02-20,0,0,0,8547100.0
13193,Unknow,Israel,ISR,31.0,35.0,2020-02-19,0,0,0,8547100.0
12723,Unknow,Israel,ISR,31.0,35.0,2020-02-18,0,0,0,8547100.0
12253,Unknow,Israel,ISR,31.0,35.0,2020-02-17,0,0,0,8547100.0
26806,Unknow,Italy,ITA,43.0,12.0,2020-03-19,41035,4440,3405,60600590.0
26336,Unknow,Italy,ITA,43.0,12.0,2020-03-18,35713,4025,2978,60600590.0
25866,Unknow,Italy,ITA,43.0,12.0,2020-03-17,31506,2941,2503,60600590.0
25396,Unknow,Italy,ITA,43.0,12.0,2020-03-16,27980,2749,2158,60600590.0
24926,Unknow,Italy,ITA,43.0,12.0,2020-03-15,24747,2335,1809,60600590.0
24456,Unknow,Italy,ITA,43.0,12.0,2020-03-14,21157,1966,1441,60600590.0
23986,Unknow,Italy,ITA,43.0,12.0,2020-03-13,17660,1439,1266,60600590.0
23516,Unknow,Italy,ITA,43.0,12.0,2020-03-12,12462,1045,827,60600590.0
23046,Unknow,Italy,ITA,43.0,12.0,2020-03-11,12462,1045,827,60600590.0
22576,Unknow,Italy,ITA,43.0,12.0,2020-03-10,10149,724,631,60600590.0
22106,Unknow,Italy,ITA,43.0,12.0,2020-03-09,9172,724,463,60600590.0
21636,Unknow,Italy,ITA,43.0,12.0,2020-03-08,7375,622,366,60600590.0
21166,Unknow,Italy,ITA,43.0,12.0,2020-03-07,5883,589,233,60600590.0
20696,Unknow,Italy,ITA,43.0,12.0,2020-03-06,4636,523,197,60600590.0
20226,Unknow,Italy,ITA,43.0,12.0,2020-03-05,3858,414,148,60600590.0
19756,Unknow,Italy,ITA,43.0,12.0,2020-03-04,3089,276,107,60600590.0
19286,Unknow,Italy,ITA,43.0,12.0,2020-03-03,2502,160,79,60600590.0
18816,Unknow,Italy,ITA,43.0,12.0,2020-03-02,2036,149,52,60600590.0
18346,Unknow,Italy,ITA,43.0,12.0,2020-03-01,1694,83,34,60600590.0
17876,Unknow,Italy,ITA,43.0,12.0,2020-02-29,1128,46,29,60600590.0
17406,Unknow,Italy,ITA,43.0,12.0,2020-02-28,888,46,21,60600590.0
16936,Unknow,Italy,ITA,43.0,12.0,2020-02-27,655,45,17,60600590.0
16466,Unknow,Italy,ITA,43.0,12.0,2020-02-26,453,3,12,60600590.0
15996,Unknow,Italy,ITA,43.0,12.0,2020-02-25,322,1,10,60600590.0
15526,Unknow,Italy,ITA,43.0,12.0,2020-02-24,229,1,7,60600590.0
15056,Unknow,Italy,ITA,43.0,12.0,2020-02-23,155,2,3,60600590.0
14586,Unknow,Italy,ITA,43.0,12.0,2020-02-22,62,1,2,60600590.0
14116,Unknow,Italy,ITA,43.0,12.0,2020-02-21,20,0,1,60600590.0
13646,Unknow,Italy,ITA,43.0,12.0,2020-02-20,3,0,0,60600590.0
13176,Unknow,Italy,ITA,43.0,12.0,2020-02-19,3,0,0,60600590.0
12706,Unknow,Italy,ITA,43.0,12.0,2020-02-18,3,0,0,60600590.0
12236,Unknow,Italy,ITA,43.0,12.0,2020-02-17,3,0,0,60600590.0
26997,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-19,15,2,1,2881355.0
26527,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-18,13,2,0,2881355.0
26057,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-17,12,2,0,2881355.0
25587,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-16,10,2,0,2881355.0
25117,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-15,10,0,0,2881355.0
24647,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-14,8,0,0,2881355.0
24177,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-13,8,0,0,2881355.0
23707,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-12,2,0,0,2881355.0
23237,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-11,1,0,0,2881355.0
22767,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-10,0,0,0,2881355.0
22297,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-09,0,0,0,2881355.0
21827,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-08,0,0,0,2881355.0
21357,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-07,0,0,0,2881355.0
20887,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-06,0,0,0,2881355.0
20417,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-05,0,0,0,2881355.0
19947,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-04,0,0,0,2881355.0
19477,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-03,0,0,0,2881355.0
19007,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-02,0,0,0,2881355.0
18537,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-03-01,0,0,0,2881355.0
18067,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-02-29,0,0,0,2881355.0
17597,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-02-28,0,0,0,2881355.0
17127,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-02-27,0,0,0,2881355.0
16657,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-02-26,0,0,0,2881355.0
16187,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-02-25,0,0,0,2881355.0
15717,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-02-24,0,0,0,2881355.0
15247,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-02-23,0,0,0,2881355.0
14777,Unknow,Jamaica,JAM,18.1096,-77.2975,2020-02-22,0,0,0,2881355.0
