,Region,Country,Country_Code,Lat,Long,Date,Confirmed,Recovered,Deaths,Population
26816,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-19,22,1,0,34656032.0
26346,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-18,22,1,0,34656032.0
25876,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-17,22,1,0,34656032.0
25406,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-16,21,1,0,34656032.0
24936,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-15,16,0,0,34656032.0
24466,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-14,11,0,0,34656032.0
23996,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-13,7,0,0,34656032.0
23526,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-12,7,0,0,34656032.0
23056,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-11,7,0,0,34656032.0
22586,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-10,5,0,0,34656032.0
22116,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-09,4,0,0,34656032.0
21646,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-08,4,0,0,34656032.0
21176,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-07,1,0,0,34656032.0
20706,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-06,1,0,0,34656032.0
20236,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-05,1,0,0,34656032.0
19766,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-04,1,0,0,34656032.0
19296,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-03,1,0,0,34656032.0
18826,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-02,1,0,0,34656032.0
18356,Unknow,Afghanistan,AFG,33.0,65.0,2020-03-01,1,0,0,34656032.0
17886,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-29,1,0,0,34656032.0
17416,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-28,1,0,0,34656032.0
16946,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-27,1,0,0,34656032.0
16476,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-26,1,0,0,34656032.0
16006,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-25,1,0,0,34656032.0
15536,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-24,1,0,0,34656032.0
15066,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-23,0,0,0,34656032.0
14596,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-22,0,0,0,34656032.0
14126,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-21,0,0,0,34656032.0
13656,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-20,0,0,0,34656032.0
13186,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-19,0,0,0,34656032.0
12716,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-18,0,0,0,34656032.0
12246,Unknow,Afghanistan,AFG,33.0,65.0,2020-02-17,0,0,0,34656032.0
26885,Unknow,Albania,ALB,41.1533,20.1683,2020-03-19,64,0,2,2876101.0
26415,Unknow,Albania,ALB,41.1533,20.1683,2020-03-18,59,0,2,2876101.0
25945,Unknow,Albania,ALB,41.1533,20.1683,2020-03-17,55,0,1,2876101.0
25475,Unknow,Albania,ALB,41.1533,20.1683,2020-03-16,51,0,1,2876101.0
25005,Unknow,Albania,ALB,41.1533,20.1683,2020-03-15,42,0,1,2876101.0
24535,Unknow,Albania,ALB,41.1533,20.1683,2020-03-14,38,0,1,2876101.0
24065,Unknow,Albania,ALB,41.1533,20.1683,2020-03-13,33,0,1,2876101.0
23595,Unknow,Albania,ALB,41.1533,20.1683,2020-03-12,23,0,1,2876101.0
23125,Unknow,Albania,ALB,41.1533,20.1683,2020-03-11,12,0,1,2876101.0
22655,Unknow,Albania,ALB,41.1533,20.1683,2020-03-10,10,0,0,2876101.0
22185,Unknow,Albania,ALB,41.1533,20.1683,2020-03-09,2,0,0,2876101.0
21715,Unknow,Albania,ALB,41.1533,20.1683,2020-03-08,0,0,0,2876101.0
21245,Unknow,Albania,ALB,41.1533,20.1683,2020-03-07,0,0,0,2876101.0
20775,Unknow,Albania,ALB,41.1533,20.1683,2020-03-06,0,0,0,2876101.0
20305,Unknow,Albania,ALB,41.1533,20.1683,2020-03-05,0,0,0,2876101.0
19835,Unknow,Albania,ALB,41.1533,20.1683,2020-03-04,0,0,0,2876101.0
19365,Unknow,Albania,ALB,41.1533,20.1683,2020-03-03,0,0,0,2876101.0
18895,Unknow,Albania,ALB,41.1533,20.1683,2020-03-02,0,0,0,2876101.0
18425,Unknow,Albania,ALB,41.1533,20.1683,2020-03-01,0,0,0,2876101.0
17955,Unknow,Albania,ALB,41.1533,20.1683,2020-02-29,0,0,0,2876101.0
17485,Unknow,Albania,ALB,41.1533,20.1683,2020-02-28,0,0,0,2876101.0
17015,Unknow,Albania,ALB,41.1533,20.1683,2020-02-27,0,0,0,2876101.0
16545,Unknow,Albania,ALB,41.1533,20.1683,2020-02-26,0,0,0,2876101.0
16075,Unknow,Albania,ALB,41.1533,20.1683,2020-02-25,0,0,0,2876101.0
15605,Unknow,Albania,ALB,41.1533,20.1683,2020-02-24,0,0,0,2876101.0
15135,Unknow,Albania,ALB,41.1533,20.1683,2020-02-23,0,0,0,2876101.0
14665,Unknow,Albania,ALB,41.1533,20.1683,2020-02-22,0,0,0,2876101.0
14195,Unknow,Albania,ALB,41.1533,20.1683,2020-02-21,0,0,0,2876101.0
13725,Unknow,Albania,ALB,41.1533,20.1683,2020-02-20,0,0,0,2876101.0
13255,Unknow,Albania,ALB,41.1533,20.1683,2020-02-19,0,0,0,2876101.0
12785,Unknow,Albania,ALB,41.1533,20.1683,2020-02-18,0,0,0,2876101.0
12315,Unknow,Albania,ALB,41.1533,20.1683,2020-02-17,0,0,0,2876101.0
26819,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-19,87,32,9,40606052.0
26349,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-18,74,12,7,40606052.0
25879,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-17,60,12,4,40606052.0
25409,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-16,54,12,4,40606052.0
24939,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-15,48,12,4,40606052.0
24469,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-14,37,12,3,40606052.0
23999,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-13,26,8,2,40606052.0
23529,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-12,24,8,1,40606052.0
23059,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-11,20,0,0,40606052.0
22589,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-10,20,0,0,40606052.0
22119,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-09,20,0,0,40606052.0
21649,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-08,19,0,0,40606052.0
21179,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-07,17,0,0,40606052.0
20709,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-06,17,0,0,40606052.0
20239,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-05,12,0,0,40606052.0
19769,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-04,12,0,0,40606052.0
19299,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-03,5,0,0,40606052.0
18829,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-02,3,0,0,40606052.0
18359,Unknow,Algeria,DZA,28.0339,1.6596,2020-03-01,1,0,0,40606052.0
17889,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-29,1,0,0,40606052.0
17419,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-28,1,0,0,40606052.0
16949,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-27,1,0,0,40606052.0
16479,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-26,1,0,0,40606052.0
16009,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-25,1,0,0,40606052.0
15539,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-24,0,0,0,40606052.0
15069,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-23,0,0,0,40606052.0
14599,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-22,0,0,0,40606052.0
14129,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-21,0,0,0,40606052.0
13659,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-20,0,0,0,40606052.0
13189,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-19,0,0,0,40606052.0
12719,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-18,0,0,0,40606052.0
12249,Unknow,Algeria,DZA,28.0339,1.6596,2020-02-17,0,0,0,40606052.0
26850,Unknow,Andorra,AND,42.5063,1.5218,2020-03-19,53,1,0,77281.0
26380,Unknow,Andorra,AND,42.5063,1.5218,2020-03-18,39,1,0,77281.0
25910,Unknow,Andorra,AND,42.5063,1.5218,2020-03-17,39,1,0,77281.0
25440,Unknow,Andorra,AND,42.5063,1.5218,2020-03-16,2,1,0,77281.0
24970,Unknow,Andorra,AND,42.5063,1.5218,2020-03-15,1,1,0,77281.0
24500,Unknow,Andorra,AND,42.5063,1.5218,2020-03-14,1,1,0,77281.0
24030,Unknow,Andorra,AND,42.5063,1.5218,2020-03-13,1,0,0,77281.0
23560,Unknow,Andorra,AND,42.5063,1.5218,2020-03-12,1,1,0,77281.0
23090,Unknow,Andorra,AND,42.5063,1.5218,2020-03-11,1,0,0,77281.0
22620,Unknow,Andorra,AND,42.5063,1.5218,2020-03-10,1,0,0,77281.0
22150,Unknow,Andorra,AND,42.5063,1.5218,2020-03-09,1,0,0,77281.0
21680,Unknow,Andorra,AND,42.5063,1.5218,2020-03-08,1,0,0,77281.0
21210,Unknow,Andorra,AND,42.5063,1.5218,2020-03-07,1,0,0,77281.0
20740,Unknow,Andorra,AND,42.5063,1.5218,2020-03-06,1,0,0,77281.0
20270,Unknow,Andorra,AND,42.5063,1.5218,2020-03-05,1,0,0,77281.0
19800,Unknow,Andorra,AND,42.5063,1.5218,2020-03-04,1,0,0,77281.0
19330,Unknow,Andorra,AND,42.5063,1.5218,2020-03-03,1,0,0,77281.0
18860,Unknow,Andorra,AND,42.5063,1.5218,2020-03-02,1,0,0,77281.0
18390,Unknow,Andorra,AND,42.5063,1.5218,2020-03-01,0,0,0,77281.0
17920,Unknow,Andorra,AND,42.5063,1.5218,2020-02-29,0,0,0,77281.0
17450,Unknow,Andorra,AND,42.5063,1.5218,2020-02-28,0,0,0,77281.0
16980,Unknow,Andorra,AND,42.5063,1.5218,2020-02-27,0,0,0,77281.0
16510,Unknow,Andorra,AND,42.5063,1.5218,2020-02-26,0,0,0,77281.0
16040,Unknow,Andorra,AND,42.5063,1.5218,2020-02-25,0,0,0,77281.0
15570,Unknow,Andorra,AND,42.5063,1.5218,2020-02-24,0,0,0,77281.0
15100,Unknow,Andorra,AND,42.5063,1.5218,2020-02-23,0,0,0,77281.0
14630,Unknow,Andorra,AND,42.5063,1.5218,2020-02-22,0,0,0,77281.0
14160,Unknow,Andorra,AND,42.5063,1.5218,2020-02-21,0,0,0,77281.0
13690,Unknow,Andorra,AND,42.5063,1.5218,2020-02-20,0,0,0,77281.0
13220,Unknow,Andorra,AND,42.5063,1.5218,2020-02-19,0,0,0,77281.0
12750,Unknow,Andorra,AND,42.5063,1.5218,2020-02-18,0,0,0,77281.0
12280,Unknow,Andorra,AND,42.5063,1.5218,2020-02-17,0,0,0,77281.0
27204,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-19,1,0,0,100963.0
26734,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-18,1,0,0,100963.0
26264,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-17,1,0,0,100963.0
25794,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-16,1,0,0,100963.0
25324,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-15,1,0,0,100963.0
24854,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-14,1,0,0,100963.0
24384,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-13,1,0,0,100963.0
23914,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-12,0,0,0,100963.0
23444,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-11,0,0,0,100963.0
22974,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-10,0,0,0,100963.0
22504,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-09,0,0,0,100963.0
22034,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-08,0,0,0,100963.0
21564,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-07,0,0,0,100963.0
21094,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-06,0,0,0,100963.0
20624,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-05,0,0,0,100963.0
20154,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-04,0,0,0,100963.0
19684,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-03,0,0,0,100963.0
19214,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-02,0,0,0,100963.0
18744,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-03-01,0,0,0,100963.0
18274,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-29,0,0,0,100963.0
17804,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-28,0,0,0,100963.0
17334,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-27,0,0,0,100963.0
16864,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-26,0,0,0,100963.0
16394,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-25,0,0,0,100963.0
15924,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-24,0,0,0,100963.0
15454,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-23,0,0,0,100963.0
14984,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-22,0,0,0,100963.0
14514,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-21,0,0,0,100963.0
14044,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-20,0,0,0,100963.0
13574,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-19,0,0,0,100963.0
13104,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-18,0,0,0,100963.0
12634,Unknow,Antigua and Barbuda,ATG,17.0608,-61.7964,2020-02-17,0,0,0,100963.0
26856,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-19,97,3,3,43847430.0
26386,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-18,79,3,2,43847430.0
25916,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-17,68,3,2,43847430.0
25446,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-16,56,1,2,43847430.0
24976,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-15,45,1,2,43847430.0
24506,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-14,34,1,2,43847430.0
24036,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-13,31,0,2,43847430.0
23566,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-12,19,0,1,43847430.0
23096,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-11,19,0,1,43847430.0
22626,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-10,17,0,1,43847430.0
22156,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-09,12,0,1,43847430.0
21686,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-08,12,0,1,43847430.0
21216,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-07,8,0,0,43847430.0
20746,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-06,2,0,0,43847430.0
20276,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-05,1,0,0,43847430.0
19806,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-04,1,0,0,43847430.0
19336,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-03,1,0,0,43847430.0
18866,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-02,0,0,0,43847430.0
18396,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-03-01,0,0,0,43847430.0
17926,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-29,0,0,0,43847430.0
17456,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-28,0,0,0,43847430.0
16986,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-27,0,0,0,43847430.0
16516,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-26,0,0,0,43847430.0
16046,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-25,0,0,0,43847430.0
15576,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-24,0,0,0,43847430.0
15106,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-23,0,0,0,43847430.0
14636,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-22,0,0,0,43847430.0
14166,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-21,0,0,0,43847430.0
13696,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-20,0,0,0,43847430.0
13226,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-19,0,0,0,43847430.0
12756,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-18,0,0,0,43847430.0
12286,Unknow,Argentina,ARG,-38.4161,-63.6167,2020-02-17,0,0,0,43847430.0
26846,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-19,115,1,0,2924816.0
26376,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-18,84,1,0,2924816.0
25906,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-17,78,1,0,2924816.0
25436,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-16,52,0,0,2924816.0
24966,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-15,26,0,0,2924816.0
24496,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-14,18,0,0,2924816.0
24026,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-13,8,0,0,2924816.0
23556,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-12,4,0,0,2924816.0
23086,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-11,1,0,0,2924816.0
22616,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-10,1,0,0,2924816.0
22146,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-09,1,0,0,2924816.0
21676,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-08,1,0,0,2924816.0
21206,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-07,1,0,0,2924816.0
20736,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-06,1,0,0,2924816.0
20266,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-05,1,0,0,2924816.0
19796,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-04,1,0,0,2924816.0
19326,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-03,1,0,0,2924816.0
18856,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-02,1,0,0,2924816.0
18386,Unknow,Armenia,ARM,40.0691,45.0382,2020-03-01,1,0,0,2924816.0
17916,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-29,0,0,0,2924816.0
17446,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-28,0,0,0,2924816.0
16976,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-27,0,0,0,2924816.0
16506,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-26,0,0,0,2924816.0
16036,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-25,0,0,0,2924816.0
15566,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-24,0,0,0,2924816.0
15096,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-23,0,0,0,2924816.0
14626,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-22,0,0,0,2924816.0
14156,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-21,0,0,0,2924816.0
13686,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-20,0,0,0,2924816.0
13216,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-19,0,0,0,2924816.0
12746,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-18,0,0,0,2924816.0
12276,Unknow,Armenia,ARM,40.0691,45.0382,2020-02-17,0,0,0,2924816.0
26796,New South Wales,Australia,AUS,-33.8688,151.2093,2020-03-19,307,4,5,24127159.0
26797,Victoria,Australia,AUS,-37.8136,144.9631,2020-03-19,121,8,0,24127159.0
26798,Queensland,Australia,AUS,-28.0167,153.4,2020-03-19,144,8,0,24127159.0
26809,South Australia,Australia,AUS,-34.9285,138.6007,2020-03-19,42,3,0,24127159.0
26812,From Diamond Princess,Australia,AUS,35.4437,139.638,2020-03-19,0,0,0,24127159.0
26839,Western Australia,Australia,AUS,-31.9505,115.8605,2020-03-19,52,0,1,24127159.0
26851,Tasmania,Australia,AUS,-41.4545,145.9707,2020-03-19,10,3,0,24127159.0
26861,Northern Territory,Australia,AUS,-12.4634,130.8456,2020-03-19,1,0,0,24127159.0
27193,Australian Capital Territory,Australia,AUS,-35.4735,149.0124,2020-03-19,4,0,0,24127159.0
26326,New South Wales,Australia,AUS,-33.8688,151.2093,2020-03-18,267,4,5,24127159.0
26327,Victoria,Australia,AUS,-37.8136,144.9631,2020-03-18,121,8,0,24127159.0
26328,Queensland,Australia,AUS,-28.0167,153.4,2020-03-18,94,8,0,24127159.0
26339,South Australia,Australia,AUS,-34.9285,138.6007,2020-03-18,37,3,0,24127159.0
26342,From Diamond Princess,Australia,AUS,35.4437,139.638,2020-03-18,0,0,0,24127159.0
26369,Western Australia,Australia,AUS,-31.9505,115.8605,2020-03-18,35,0,1,24127159.0
26381,Tasmania,Australia,AUS,-41.4545,145.9707,2020-03-18,10,0,0,24127159.0
26391,Northern Territory,Australia,AUS,-12.4634,130.8456,2020-03-18,1,0,0,24127159.0
26723,Australian Capital Territory,Australia,AUS,-35.4735,149.0124,2020-03-18,3,0,0,24127159.0
25856,New South Wales,Australia,AUS,-33.8688,151.2093,2020-03-17,210,4,4,24127159.0
25857,Victoria,Australia,AUS,-37.8136,144.9631,2020-03-17,94,8,0,24127159.0
25858,Queensland,Australia,AUS,-28.0167,153.4,2020-03-17,78,8,0,24127159.0
25869,South Australia,Australia,AUS,-34.9285,138.6007,2020-03-17,29,3,0,24127159.0
25872,From Diamond Princess,Australia,AUS,35.4437,139.638,2020-03-17,0,0,0,24127159.0
25899,Western Australia,Australia,AUS,-31.9505,115.8605,2020-03-17,31,0,1,24127159.0
25911,Tasmania,Australia,AUS,-41.4545,145.9707,2020-03-17,7,0,0,24127159.0
25921,Northern Territory,Australia,AUS,-12.4634,130.8456,2020-03-17,1,0,0,24127159.0
26253,Australian Capital Territory,Australia,AUS,-35.4735,149.0124,2020-03-17,2,0,0,24127159.0
25386,New South Wales,Australia,AUS,-33.8688,151.2093,2020-03-16,171,4,2,24127159.0
25387,Victoria,Australia,AUS,-37.8136,144.9631,2020-03-16,71,8,0,24127159.0
25388,Queensland,Australia,AUS,-28.0167,153.4,2020-03-16,68,8,0,24127159.0
25399,South Australia,Australia,AUS,-34.9285,138.6007,2020-03-16,29,3,0,24127159.0
25402,From Diamond Princess,Australia,AUS,35.4437,139.638,2020-03-16,0,0,0,24127159.0
25429,Western Australia,Australia,AUS,-31.9505,115.8605,2020-03-16,28,0,1,24127159.0
25441,Tasmania,Australia,AUS,-41.4545,145.9707,2020-03-16,7,0,0,24127159.0
25451,Northern Territory,Australia,AUS,-12.4634,130.8456,2020-03-16,1,0,0,24127159.0
25783,Australian Capital Territory,Australia,AUS,-35.4735,149.0124,2020-03-16,2,0,0,24127159.0
24916,New South Wales,Australia,AUS,-33.8688,151.2093,2020-03-15,134,4,2,24127159.0
24917,Victoria,Australia,AUS,-37.8136,144.9631,2020-03-15,57,8,0,24127159.0
24918,Queensland,Australia,AUS,-28.0167,153.4,2020-03-15,61,8,0,24127159.0
24929,South Australia,Australia,AUS,-34.9285,138.6007,2020-03-15,20,3,0,24127159.0
24932,From Diamond Princess,Australia,AUS,35.4437,139.638,2020-03-15,0,0,0,24127159.0
24959,Western Australia,Australia,AUS,-31.9505,115.8605,2020-03-15,17,0,1,24127159.0
24971,Tasmania,Australia,AUS,-41.4545,145.9707,2020-03-15,6,0,0,24127159.0
24981,Northern Territory,Australia,AUS,-12.4634,130.8456,2020-03-15,1,0,0,24127159.0
25313,Australian Capital Territory,Australia,AUS,-35.4735,149.0124,2020-03-15,1,0,0,24127159.0
24446,New South Wales,Australia,AUS,-33.8688,151.2093,2020-03-14,112,4,2,24127159.0
24447,Victoria,Australia,AUS,-37.8136,144.9631,2020-03-14,49,8,0,24127159.0
24448,Queensland,Australia,AUS,-28.0167,153.4,2020-03-14,46,8,0,24127159.0
24459,South Australia,Australia,AUS,-34.9285,138.6007,2020-03-14,19,3,0,24127159.0
24462,From Diamond Princess,Australia,AUS,35.4437,139.638,2020-03-14,0,0,0,24127159.0
24489,Western Australia,Australia,AUS,-31.9505,115.8605,2020-03-14,17,0,1,24127159.0
24501,Tasmania,Australia,AUS,-41.4545,145.9707,2020-03-14,5,0,0,24127159.0
24511,Northern Territory,Australia,AUS,-12.4634,130.8456,2020-03-14,1,0,0,24127159.0
24843,Australian Capital Territory,Australia,AUS,-35.4735,149.0124,2020-03-14,1,0,0,24127159.0
23976,New South Wales,Australia,AUS,-33.8688,151.2093,2020-03-13,92,4,2,24127159.0
23977,Victoria,Australia,AUS,-37.8136,144.9631,2020-03-13,36,8,0,24127159.0
23978,Queensland,Australia,AUS,-28.0167,153.4,2020-03-13,35,8,0,24127159.0
23989,South Australia,Australia,AUS,-34.9285,138.6007,2020-03-13,16,3,0,24127159.0
23992,From Diamond Princess,Australia,AUS,35.4437,139.638,2020-03-13,0,0,0,24127159.0
24019,Western Australia,Australia,AUS,-31.9505,115.8605,2020-03-13,14,0,1,24127159.0
24031,Tasmania,Australia,AUS,-41.4545,145.9707,2020-03-13,5,0,0,24127159.0
24041,Northern Territory,Australia,AUS,-12.4634,130.8456,2020-03-13,1,0,0,24127159.0
24373,Australian Capital Territory,Australia,AUS,-35.4735,149.0124,2020-03-13,1,0,0,24127159.0
23506,New South Wales,Australia,AUS,-33.8688,151.2093,2020-03-12,65,4,2,24127159.0
23507,Victoria,Australia,AUS,-37.8136,144.9631,2020-03-12,21,7,0,24127159.0
23508,Queensland,Australia,AUS,-28.0167,153.4,2020-03-12,20,8,0,24127159.0
23519,South Australia,Australia,AUS,-34.9285,138.6007,2020-03-12,9,2,0,24127159.0
23522,From Diamond Princess,Australia,AUS,35.4437,139.638,2020-03-12,0,0,0,24127159.0
23549,Western Australia,Australia,AUS,-31.9505,115.8605,2020-03-12,9,0,1,24127159.0
23561,Tasmania,Australia,AUS,-41.4545,145.9707,2020-03-12,3,0,0,24127159.0
23571,Northern Territory,Australia,AUS,-12.4634,130.8456,2020-03-12,1,0,0,24127159.0
23903,Australian Capital Territory,Australia,AUS,-35.4735,149.0124,2020-03-12,0,0,0,24127159.0
23036,New South Wales,Australia,AUS,-33.8688,151.2093,2020-03-11,65,4,2,24127159.0
23037,Victoria,Australia,AUS,-37.8136,144.9631,2020-03-11,21,7,0,24127159.0
